8.942109505401538705e-01 8.391857588409922242e-01 1.247961393433177335e+01 -1.613486927028232287e+02 -1.630824964314422004e+03 -5.194091285452203010e+04 -3.342809707295558183e+05
8.922803899509954562e-01 8.226393863612634361e-01 1.244567623865208184e+01 -1.672197217634600861e+02 -1.889763903792299516e+03 -5.482284135940895794e+04 -3.276157208787756390e+05
8.904235937765750952e-01 8.045340501017500534e-01 1.241353868966512941e+01 -1.667323804539656180e+02 -2.143763545323804465e+03 -5.538996031415751349e+04 -3.210130537383499322e+05
8.883950593950442620e-01 7.835710077997926071e-01 1.237567649210412135e+01 -1.699885020020940658e+02 -2.397593432290648707e+03 -5.842340823031109176e+04 -3.144334349843782838e+05
8.862954318168828616e-01 7.581974628612468958e-01 1.233793171153538282e+01 -1.752745623062130278e+02 -2.763284397867403186e+03 -6.068818861112387094e+04 -3.079455122630930273e+05
8.841932441802556886e-01 7.276492922584720802e-01 1.229601052323875265e+01 -1.828278839499076867e+02 -3.123175249188236648e+03 -6.511137547406230442e+04 -3.015487835065321415e+05
8.820220828743055019e-01 6.911643972912490108e-01 1.225178433913225895e+01 -1.824063467484614023e+02 -3.503305692154242934e+03 -6.810788834663889429e+04 -2.950823303403208847e+05
8.798258299717311992e-01 6.477714497589079912e-01 1.220483210733496549e+01 -1.865970976708851765e+02 -3.907341685961604526e+03 -7.268684063591028098e+04 -2.887474268963811337e+05
8.774069616552367945e-01 5.754188419580413827e-01 1.214528856269924084e+01 -1.932086828137250336e+02 -4.360038986407965240e+03 -8.098254827563303115e+04 -2.822549173819409916e+05
8.748184396034114352e-01 4.546352604040075907e-01 1.206590819052796348e+01 -2.014439593422351322e+02 -4.362443839537749227e+03 -9.602355807782454940e+04 -2.755388451230219798e+05
8.720529649837306385e-01 2.124257328925866495e-01 1.194827899127763793e+01 -2.071178331377402628e+02 -2.270518065687610942e+01 -1.225820685315095616e+05 -2.682141410545884864e+05
8.694559945420939906e-01 1.123524063334835343e-01 1.187618633340834151e+01 -2.110349960648543401e+02 2.791633907585135603e+03 -1.320403733717077703e+05 -2.618340218029842072e+05
8.668316035243490703e-01 4.612127459939852070e-02 1.181723256111419040e+01 -2.211335186471891632e+02 5.474804830652639794e+03 -1.379723929230619688e+05 -2.559208208594224125e+05
8.641238679078399043e-01 9.102449560554504160e-03 1.176160471339389701e+01 -2.310474077403532362e+02 6.593964564230445831e+03 -1.419458804277043091e+05 -2.501490769243784307e+05
8.617397445810535128e-01 -2.759877206276739603e-02 1.171910966446273150e+01 -2.285420495160302892e+02 7.915012152520562267e+03 -1.395138548947639356e+05 -2.445672710311768460e+05
