-5.358299325984373418e+00 3.542791832147587270e-04 1.776852928281336119e-05 8.557213536322628711e-01 8.557442929894617523e-01 1.111127782523387528e-05 1.220508269584548167e+00 6.666545313553446928e-01 3.680330626257416037e-03 8.508961290276411127e-01 4.377545039853844014e-04 1.207144791827692076e+00 6.661912413727038018e-01 3.628808580856142992e-03 9.101778570761874798e-01 6.473843453998670539e-05 1.380770957620874650e+00 6.666042496623616476e-01 4.050835261299479476e-03 8.402491051284191048e-01 3.166817503585606097e-02 1.208365772817704631e+00 6.406760242824751650e-01 4.192632879425772785e-02 7.009808664263368350e-01 2.888660065857334702e-02 8.478435591516031433e-01 6.343419597688255696e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.557213536310489532e-01 8.557213536310489532e-01 1.111293614667700419e-05 1.220442838036404742e+00 6.666545288961887028e-01 1.601284963605205336e+00 1.601284963605205336e+00 8.499817897023773106e-02 4.358520736750444158e+00 6.455635558424379639e-01 1.444327204732820064e+04 1.263140355920853472e+05 1.404194766017557777e+04 4.945178249164701992e+04
-5.336919357916978690e+00 3.714157179972803311e-04 1.936889776454897572e-05 8.529481682989179525e-01 8.529711342478171199e-01 1.158711187256833228e-05 1.193878757013993264e+00 6.666537286167870668e-01 1.926083657853641879e-03 8.483827040104031658e-01 4.606530661163435155e-04 1.181517911760477935e+00 6.661550615957030352e-01 1.973206591171763804e-03 9.022123006426201464e-01 7.576666465540384096e-05 1.335763166221471732e+00 6.665911494239689095e-01 2.272298917035375440e-03 8.332818944596237509e-01 3.030500138817381756e-02 1.169691928790742574e+00 6.409520839560560734e-01 4.660435471387251033e-02 6.938842293291009877e-01 2.754011514353458395e-02 8.176024811107999168e-01 6.345911724850656910e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.529481682937259945e-01 8.529481682937259945e-01 1.158728280190487744e-05 1.193814469125456412e+00 6.666537277429569475e-01 1.582704369077933659e+00 1.582704369077933659e+00 8.077239573230524106e-02 4.191199433378949735e+00 6.457828702425154610e-01 1.415525128079115166e+04 1.228026547853783995e+05 1.387851286981223166e+04 4.879672238318865129e+04
-5.313586867873818065e+00 3.945387241257966473e-04 2.141292065838129588e-05 8.498665890019796443e-01 8.498900559032875890e-01 1.157243758211683094e-05 1.166959369188708351e+00 6.666534456642672080e-01 5.621159771561798531e-03 8.447857886553833406e-01 4.596967458604253945e-04 1.153432681408173233e+00 6.661436238480176186e-01 1.006599794846187949e-03 8.929056410182062420e-01 9.130205952648870612e-05 1.288154186068752205e+00 6.665723687581068813e-01 3.182214938087142304e-03 8.248442091287153666e-01 2.939179551794304096e-02 1.128574262184528720e+00 6.408157393069349173e-01 4.781371216954940356e-02 6.851322867192022326e-01 2.629600161730873478e-02 7.846549240468082553e-01 6.346222396261202991e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.498665889906406035e-01 8.498665889906406035e-01 1.157102524361599119e-05 1.166894925831788443e+00 6.666534465291138467e-01 1.562400591700674246e+00 1.562400591700674246e+00 7.710775044982330628e-02 4.020869969945120026e+00 6.458813251909691910e-01 1.403125001556119605e+04 1.202361247398310079e+05 1.384945690973790443e+04 4.975825583950865985e+04
-5.288291612778441397e+00 4.139262566687849205e-04 2.339719998012412816e-05 8.468190372492666596e-01 8.468426469335162965e-01 1.220267122380556770e-05 1.140708327440947967e+00 6.666524036552496923e-01 1.774869073406335146e-03 8.432344587524361890e-01 4.459980634986415336e-04 1.131442379944119336e+00 6.661507211250434768e-01 2.947733589465705538e-03 8.818050796288372517e-01 1.241869718193548135e-04 1.236953349705441685e+00 6.665334048869091532e-01 3.163244424967585379e-03 8.123917175202639562e-01 2.873690087474637875e-02 1.078510142041455122e+00 6.400899519262794879e-01 4.602048244215967143e-02 6.737174884038363842e-01 2.585901400368063874e-02 7.478307004098737609e-01 6.333659629103880473e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.468190371487329671e-01 8.468190371487329671e-01 1.220442330909161185e-05 1.140644725370804524e+00 6.666524007989658163e-01 1.533450197785902525e+00 1.533450197785902525e+00 7.539202958719209979e-02 3.815669971185893239e+00 6.451703518984117647e-01 1.390492819036449873e+04 1.170929991544136865e+05 1.366940391371311125e+04 4.768301310948972969e+04
-5.261990572244457098e+00 4.350238879649984992e-04 2.562374420533863884e-05 8.436849448029040133e-01 8.437088393825069588e-01 1.246211411760709979e-05 1.114790268957341235e+00 6.666517643136848914e-01 1.991357662572688578e-03 8.394323506199785623e-01 4.849815484905042602e-04 1.103990528345673905e+00 6.660915013470891655e-01 2.687890121559082749e-03 8.687854479998697865e-01 1.487771115710016258e-04 1.182177940496380586e+00 6.664994593026392078e-01 2.517399462466248048e-03 8.004374936298058740e-01 2.735016132487829571e-02 1.030712885689625935e+00 6.401217815445006121e-01 4.817749229469783789e-02 6.624025971373359578e-01 2.434484609020201584e-02 7.114879129884167375e-01 6.334113502578309074e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.436849448010566022e-01 8.436849448010566022e-01 1.246899958552219501e-05 1.114727133747651644e+00 6.666517552509594324e-01 1.508021736554552739e+00 1.508021736554552739e+00 7.066553688305378389e-02 3.632045564106666902e+00 6.454307833301540231e-01 1.252648157822297435e+04 1.031967650707558496e+05 1.241579155609949521e+04 4.357049118197962525e+04
-5.231816655479687661e+00 4.740962527959115594e-04 2.913991909525570634e-05 8.402943971596832373e-01 8.403182071515208351e-01 1.289475390978317955e-05 1.088765618146949832e+00 6.666508777330373281e-01 2.959062846674675399e-03 8.372240375830095616e-01 4.992057512359931873e-04 1.081248809980213110e+00 6.660616206986034182e-01 8.603430636616215058e-04 8.522865378948967230e-01 2.081741003643386824e-04 1.120195130354410429e+00 6.664198142622335119e-01 1.946140284027559784e-03 7.846027105955681868e-01 2.592768531200633289e-02 9.750918116869459196e-01 6.399773500471814813e-01 4.781033514533894468e-02 6.487601191299516845e-01 2.328842672076621850e-02 6.722365743828980778e-01 6.326033606388297148e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.402943967039820938e-01 8.402943967039820938e-01 1.289565437784160435e-05 1.088703920224024513e+00 6.666508757485876124e-01 1.474488289498092852e+00 1.474488289498092852e+00 6.692266231645445373e-02 3.419079754425513151e+00 6.452494002810478246e-01 1.329855319414049336e+04 1.043790651763528440e+05 1.315886363347537008e+04 4.564817559502178483e+04
-5.198848103205314430e+00 5.333394175858529110e-04 3.424845304778045829e-05 8.367452412568432418e-01 8.367702241230685622e-01 1.331512618727586087e-05 1.062914116271379550e+00 6.666499666193228535e-01 1.889733571293143646e-03 8.345923459365690578e-01 4.651755028649069592e-04 1.057840311594696825e+00 6.660893997425649804e-01 1.669201189707811240e-03 8.304775151857375359e-01 3.352830827872879519e-04 1.047309667305803105e+00 6.662428451308177735e-01 8.879840501275358851e-04 7.641683955513318693e-01 2.439926924998368774e-02 9.108578398780221574e-01 6.397053041997706746e-01 4.639858826989748386e-02 6.312645755844571438e-01 2.220675222400381871e-02 6.271339857834024034e-01 6.314479461359543411e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.367452411662495981e-01 8.367452411662495981e-01 1.331703506255671586e-05 1.062850650318606149e+00 6.666499632445350709e-01 1.438019249702309876e+00 1.438019249702309876e+00 6.293545370630118652e-02 3.202068322215130713e+00 6.451328568209200309e-01 1.291555421053493228e+04 9.098879860005117371e+04 1.268445060045536593e+04 4.235245563352054887e+04
-5.163260781225500473e+00 5.953827759963045262e-04 3.998315820630260475e-05 8.330992094447907670e-01 8.331242823535259800e-01 1.348401931351050766e-05 1.037394929079872075e+00 6.666493400546431580e-01 4.075214111799035054e-03 8.310861547414759576e-01 4.719962010374406810e-04 1.032784018568844830e+00 6.660675753316545045e-01 2.685936003737512349e-03 8.043177665617503580e-01 5.138500811909262099e-04 9.673974955474994308e-01 6.659671715865058683e-01 3.857904151537792405e-03 7.389380525227399188e-01 2.288638127376190629e-02 8.389705514492754590e-01 6.390166947557147648e-01 5.343962068195238363e-02 6.104942834410487240e-01 2.123230836478237279e-02 5.782668079478832102e-01 6.293489708946506944e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.330992094441070916e-01 8.330992094441070916e-01 1.348785223939238561e-05 1.037332493778164055e+00 6.666493340692842828e-01 1.395975872339400681e+00 1.395975872339400681e+00 5.863491347625576083e-02 2.971193799853995010e+00 6.449308136055305063e-01 1.234941306580867058e+04 7.809507169896956475e+04 1.191268914670865706e+04 3.825222913080143917e+04
-5.117858113434522238e+00 7.666762074554207785e-04 5.404391456376167469e-05 8.291897411109498961e-01 8.292150088153185106e-01 1.393217553821055564e-05 1.011807211842248311e+00 6.666483085059000668e-01 2.614452310795346238e-03 8.281097449043307579e-01 4.920877025167643727e-04 1.009589918557423971e+00 6.660277529427474086e-01 1.248992553364272140e-03 7.531798499028899974e-01 2.858130961610450514e-03 8.376051317880304214e-01 6.627107885497871553e-01 1.852663929558344413e-03 6.914986562262936953e-01 2.187212025573773144e-02 7.254953402584879418e-01 6.353654935171071383e-01 4.771001189076572169e-02 5.734964118599844562e-01 2.143166417306802476e-02 5.054021660574352648e-01 6.220149763561420020e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.291897411051333266e-01 8.291897411051333266e-01 1.393488012361974371e-05 1.011745553072863402e+00 6.666483038340886846e-01 1.338858214891105014e+00 1.338858214891105014e+00 5.365610777195586184e-02 2.691363748242356024e+00 6.446399696346296615e-01 1.202501684929186194e+04 3.902456824557917571e+04 1.032989783222512415e+04 2.554630502658766272e+04
-5.056312480013182231e+00 1.113120007206667116e-03 8.282422762340146960e-05 8.245692007865698114e-01 8.245949528827192232e-01 1.502162852153592273e-05 9.851084415207362888e-01 6.666463369628157221e-01 3.424876520617805686e-03 8.247231616537932242e-01 4.972515951213461781e-04 9.858970217378435486e-01 6.660068139068393567e-01 1.639708386024862170e-03 6.491069977578947103e-01 9.116992430080647289e-03 6.195368536293346384e-01 6.505505895001657546e-01 1.545667794605613864e-03 5.961101868898809331e-01 2.183984235485567083e-02 5.366524339841475255e-01 6.227116208081997506e-01 5.192110572660032369e-02 5.023355333108691090e-01 2.432685054948928102e-02 3.899080662920689777e-01 5.987935030203934694e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.245692007084662878e-01 8.245692007084662878e-01 1.502474366386932940e-05 9.850469164851455295e-01 6.666463315157427072e-01 1.256639987480809850e+00 1.256639987480809850e+00 4.658504319891966505e-02 2.334383823414627468e+00 6.444525277412100905e-01 1.213576442332108491e+04 1.488818896671792390e+04 7.618723574971038943e+03 1.238972516558261486e+04
