2.388316940248089160e-01 8.987040260979410888e-01 2.957113995730757061e+00 -1.138607960053861461e+03 -1.164295594240215053e+02
2.237133215611555870e-01 8.948271268571498238e-01 2.892535817713614676e+00 -9.095469706967032835e+02 -1.239894713564868738e+02
2.049710466790596319e-01 8.913942105582512987e-01 2.822738386416535405e+00 -7.555349402876286149e+02 -1.316667451627760101e+02
1.819185471108134000e-01 8.871777935352085365e-01 2.733789437361297203e+00 -4.231625189525325368e+02 -1.488095701490472891e+02
1.685479992498116752e-01 8.838537237880543795e-01 2.675941094816178811e+00 -3.055196499700145978e+02 -1.475300452159757469e+02
1.474239216747518788e-01 8.786405782631251382e-01 2.583361528101643323e+00 3.152286588230708730e+01 -1.717257151898397751e+02
1.164088114293420628e-01 8.744015878802724462e-01 2.480375105650893808e+00 7.818401403219727399e+02 -1.919720053966966873e+02
1.040612322504089193e-01 8.700955411203643575e-01 2.423006637767241678e+00 7.297017703631472614e+02 -1.938381495853717809e+02
8.802493521875742744e-02 8.652878665846479578e-01 2.353511279041566873e+00 1.019848258844912380e+03 -2.103305207084340225e+02
7.777731910312257746e-02 8.606280928749917569e-01 2.300128525883205377e+00 9.900160568723172219e+02 -2.173710412744137841e+02
5.621444044718432176e-02 8.549262312826862997e-01 2.211656741546690341e+00 1.360340820782429091e+03 -2.403624583797677303e+02
3.177001532857842703e-02 8.490023754268013478e-01 2.117003118276981954e+00 1.728782655049152254e+03 -2.617719478304469476e+02
1.346470275883132617e-02 8.442470677752156316e-01 2.049175141525200416e+00 2.278357997188812078e+03 -2.755636575307167959e+02
1.700338409333540524e-02 8.387296786480338273e-01 2.032341186005961031e+00 1.724673097568434514e+03 -2.903028670047426090e+02
8.955651487217330953e-03 8.336213138808064027e-01 1.979616047516202126e+00 2.075439728801175988e+03 -3.102872853116936653e+02
-2.204000750458784408e-02 8.285360950321821738e-01 1.877681438263801628e+00 2.755184250495295146e+03 -3.243913829984866766e+02
-1.807259271187966476e-02 8.216307579406161299e-01 1.859469439150846615e+00 2.327212660936907923e+03 -3.563785692807950340e+02
-3.637332914144025819e-02 8.155873715943298130e-01 1.777390378833947571e+00 2.764573417030655946e+03 -3.782926194187086821e+02
-3.235041489335788167e-02 8.091624601469366018e-01 1.764944532752638517e+00 2.455471047931972407e+03 -4.096877601390671657e+02
-5.588492160523694796e-02 8.031429393970568320e-01 1.682240282381442631e+00 3.051259485605157352e+03 -4.189567339913589876e+02
-6.280817661035620336e-02 7.960792309284633328e-01 1.634894865370626116e+00 2.926295918387982510e+03 -4.500086921995767852e+02
-6.831239068760580624e-02 7.897175097175189729e-01 1.606706466683766044e+00 3.189517356183974698e+03 -4.645701152696208283e+02
-8.763365160731323433e-02 7.821271853276576813e-01 1.518018147639197180e+00 3.395413859053400301e+03 -4.996884385576860268e+02
-9.745170479885628678e-02 7.729358840479561010e-01 1.457304365411753899e+00 3.436603233468300459e+03 -5.551280143862264822e+02
-9.396648087582698539e-02 7.657343210133491507e-01 1.447039568199284476e+00 3.247618699923228633e+03 -5.791025576017389085e+02
-9.887722400401027789e-02 7.593479519341461703e-01 1.419783043866851280e+00 3.121301407579575425e+03 -5.999466889694696192e+02
-1.056259936439411518e-01 7.499372754599560320e-01 1.365330300396451424e+00 3.091376964819462046e+03 -6.557811194666223855e+02
-1.192800835792872105e-01 7.403993817533006672e-01 1.294293090102242472e+00 3.420969249256019793e+03 -7.113731803147252322e+02
-1.097430451697151144e-01 7.336306820941694840e-01 1.311390617687694604e+00 2.966332212491288828e+03 -7.246279377546785554e+02
-1.224608411779720130e-01 7.220928986197945321e-01 1.222783237709607063e+00 3.328239990053285965e+03 -8.035858447133716709e+02
-1.162686844437544331e-01 7.084844022973288968e-01 1.194696459756813267e+00 2.983885400435677639e+03 -8.831534787016413475e+02
-1.223846698498805563e-01 7.007361581043227705e-01 1.169981733236564292e+00 3.256227198823782146e+03 -9.008252561074134519e+02
-1.356750436577183749e-01 6.877215615110997549e-01 1.097137025816387723e+00 3.310975469412427628e+03 -9.945953350864051572e+02
-1.318508627676502343e-01 6.724818464078462510e-01 1.066275135990780276e+00 3.081432596462315814e+03 -1.094035461828133975e+03
-1.336728362878186194e-01 6.607387320241818740e-01 1.033803321487045235e+00 3.072724071854111571e+03 -1.138140285395268847e+03
-1.349095112840307809e-01 6.462698863812462724e-01 9.941751737124464583e-01 3.029148549523992187e+03 -1.214801709278436874e+03
-1.447196004234705402e-01 6.163991020989134650e-01 8.906852950384900325e-01 2.985501089585870886e+03 -1.394633030186843598e+03
-1.490763863690118818e-01 5.945731443176252018e-01 8.231493802673746085e-01 3.000026400976045807e+03 -1.478838079461793768e+03
-1.471617459793724547e-01 5.581928241432034810e-01 7.424361176970728504e-01 2.975645579219927640e+03 -1.568557104457794594e+03
-1.294871182195999892e-01 5.323711224242010376e-01 7.090147380260574117e-01 2.577189485304438676e+03 -1.653409222671212092e+03
-1.411772897441973540e-01 4.871713755774139121e-01 5.727041605717362316e-01 2.746757317625518681e+03 -1.674501779398910685e+03
-1.408183163961274909e-01 4.248439146258079502e-01 4.350058603368718302e-01 2.692046898146721105e+03 -1.510006087398027375e+03
-1.462542435104324801e-01 3.875594703880980707e-01 3.286033156088765672e-01 2.610441733779960487e+03 -1.461210608708564905e+03
-1.289612784031521076e-01 3.396192725446566807e-01 2.608839248603371797e-01 2.193768498923284369e+03 -1.021615595218784620e+03
-1.408954526197864210e-01 3.032307067794245414e-01 1.307814824574158319e-01 2.439492816137065802e+03 -8.420779356749926592e+02
-1.486396164686295540e-01 2.872120958545600899e-01 7.662070642275908838e-02 2.476259218333310855e+03 -1.055701086528271389e+03
-1.351353473560368279e-01 2.720619478353455967e-01 6.887752111744349648e-02 2.096479373708341427e+03 -7.275471178432153465e+02
