-4.841346368886283891e+00 3.190882563574945095e-04 4.912872655715716519e-05 7.774983882112900258e-01 7.775323455870375433e-01 1.706038907981077829e-05 6.363923745302163537e-01 6.666309282326834396e-01 5.953706863536782461e-03 3.354971964158734998e-01 2.164029206414283708e-03 1.206465226831627824e-01 6.444690759908282551e-01 9.087419739262485655e-03 8.753117958524678777e-01 1.783188285853219192e-04 8.066738345743448280e-01 6.663754868943445597e-01 7.271078146158803206e-03 7.513241901128254741e-01 2.018066747305533384e-02 6.143786028927316067e-01 6.268200067024181088e-01 6.320079438363429558e-02 4.363183644479252110e-01 1.475405270092326748e-02 2.151474370740940889e-01 6.062048200499621231e-01 1.269488903342551094e-06 7.749073001892616041e-05
-4.809027032748415920e+00 3.496581190850420987e-04 5.628115051470317098e-05 7.726463559626557398e-01 7.726811395927981607e-01 1.654443597596605897e-05 6.188963182905695692e-01 6.666310311505334596e-01 3.142871828756424370e-03 3.212804114487700646e-01 2.033295561214993382e-03 1.090309261792284101e-01 6.433449436889118189e-01 2.735188526116953331e-03 8.706944779977215942e-01 1.765054657443763659e-04 7.860221425009894514e-01 6.663703177251933951e-01 3.483513617970533834e-03 7.422872306307624068e-01 1.975899535276647370e-02 5.909082905093978599e-01 6.258592868840344714e-01 5.885186302212568749e-02 4.285917826909176331e-01 1.532752673227659110e-02 2.057391021652593688e-01 6.015717322127418498e-01 5.450203920400931782e-07 7.825340010666349659e-05
-4.781714645905959848e+00 3.614631937693449891e-04 6.038752085957277416e-05 7.685068702670809770e-01 7.685429567382043858e-01 1.805828651914203248e-05 6.043568454272313373e-01 6.666268407123780992e-01 1.775503711412951659e-03 3.096961043263289914e-01 2.247579021089478237e-03 1.003807109732991198e-01 6.391804343361493501e-01 1.990598097047894394e-02 8.667622945264836787e-01 2.035767844658376024e-04 7.688811247859738129e-01 6.663178376557550298e-01 1.414900936759614508e-02 7.393767668684847472e-01 1.844557169920950021e-02 5.777854383352274414e-01 6.275235288820983914e-01 5.547997620351202697e-02 4.259377185440299529e-01 1.452076431599716444e-02 2.001457254080805104e-01 6.021930454126975807e-01 -9.126318108651237064e-07 7.987761555673360422e-05
-4.749986898735659047e+00 3.669608087337898400e-04 6.391917290349269365e-05 7.634979097573573181e-01 7.635355242395499564e-01 1.773225684512774917e-05 5.881230314395099468e-01 6.666264747528143353e-01 8.154254287299925272e-04 2.962734700236159258e-01 1.822959113875125339e-03 9.037164596909449954e-02 6.419785130864241740e-01 8.118591414400650602e-03 8.620074087860638556e-01 1.881030065087789332e-04 7.497691449265003749e-01 6.663365985687919046e-01 7.090418068913234735e-03 7.333088861732073305e-01 1.771741631292463731e-02 5.601808798542330381e-01 6.276077989748696240e-01 6.094888477121696013e-02 4.163759177533966072e-01 1.457123481948328046e-02 1.894623725049087437e-01 5.969072161442638969e-01 1.213604427995721302e-06 8.048494941922468629e-05
-4.721710344110098490e+00 3.366474655765256600e-04 6.088217283983787809e-05 7.592750849157510196e-01 7.593119334471284398e-01 1.731313315243857362e-05 5.743616195032298366e-01 6.666264858689185946e-01 3.545556959394692651e-03 2.840534485743729243e-01 1.957180974112506574e-03 8.233421972642217257e-02 6.375716910817887939e-01 1.350111762979384553e-02 8.574261852606964718e-01 2.179837757704613144e-04 7.325792288534714869e-01 6.662757442011668640e-01 1.124536946124144246e-02 7.305891224153802099e-01 1.678086419416130806e-02 5.484950816611317004e-01 6.289657648316795413e-01 6.115580515911994697e-02 4.095595261784881203e-01 1.466274423524139593e-02 1.817586978613434379e-01 5.945737082357376302e-01 -6.153500629676305082e-07 8.077818452342730448e-05
-4.684984804256282942e+00 3.724503598508494494e-04 7.043004732731894535e-05 7.539562681811260436e-01 7.539941488102854805e-01 1.865862100138435879e-05 5.579567727414196376e-01 6.666221023699920867e-01 6.639771728016921962e-03 2.660101295389063480e-01 1.970743058675026270e-03 7.141661388843997815e-02 6.331335148869541296e-01 1.946652684893109692e-02 8.507006756302671890e-01 2.401730620170616445e-04 7.104777308103860101e-01 6.662225888040553823e-01 1.634523221541429525e-02 7.237989826925541603e-01 1.581255099948805642e-02 5.299580232304273997e-01 6.296374020097741386e-01 6.544724954613502510e-02 3.946998533209339910e-01 1.530985621599590882e-02 1.682015911603356728e-01 5.850756192632917685e-01 2.762823799203396410e-06 8.181446807192679872e-05
-4.656688951211044980e+00 3.680579269014195264e-04 7.217214258070647759e-05 7.496912627369203275e-01 7.497287451493195309e-01 1.912353995151440451e-05 5.451502276658033441e-01 6.666199159578931610e-01 2.024086031947596506e-03 2.529075491515675456e-01 1.900592525782037910e-03 6.393265542790572964e-02 6.305219781038573501e-01 1.978575026580960822e-02 8.454008944198936337e-01 2.514569625446335700e-04 6.933867998078557804e-01 6.661900887357690149e-01 1.663880879330670651e-02 7.171323591608265158e-01 1.529990730343470766e-02 5.140595180150142607e-01 6.295152310412592822e-01 6.678767029425093649e-02 3.883367147730467650e-01 1.492949677703029644e-02 1.611840995454239811e-01 5.816803153715592867e-01 2.743673421301263069e-06 8.307735582666407701e-05
-4.622804534171172541e+00 3.860396028668464184e-04 7.899680636236361408e-05 7.446027078508651309e-01 7.446399036106250424e-01 1.916761911694267776e-05 5.302750075371041039e-01 6.666184840496554020e-01 6.455793730152332294e-03 2.384796214898245170e-01 1.824885356547121303e-03 5.621192208022358916e-02 6.268652096441413857e-01 9.238848165938930157e-03 8.392765983738479374e-01 2.775917865128029035e-04 6.738791406688068308e-01 6.661266885371743829e-01 8.016165212600878318e-03 7.118714766767160196e-01 1.397564186139559940e-02 4.985897278594785265e-01 6.315788905094741335e-01 6.235477923285765584e-02 3.825967802063623968e-01 1.421628602153791714e-02 1.541993422551861670e-01 5.807388086883786826e-01 -1.122640667145163961e-07 8.400221251411348425e-05
-4.589180712742756185e+00 3.950888538164203795e-04 8.420214915871859773e-05 7.394284228534486747e-01 7.394671906033299935e-01 2.120302479628850351e-05 5.162794554232014166e-01 6.666119221598227895e-01 3.908900655768509681e-03 2.273367679464609048e-01 1.815795548925153635e-03 5.061003470207710991e-02 6.226112945851178804e-01 7.555099253989693009e-03 8.340472012759081455e-01 2.882790905701644417e-04 6.570539536324142560e-01 6.660904972420644832e-01 6.279961847603355261e-03 7.069516214736289994e-01 1.356735230886702177e-02 4.854223699555399452e-01 6.314796940337601416e-01 6.090216357970754807e-02 3.797386128091638224e-01 1.322163338984091649e-02 1.493656962879514327e-01 5.824082974101882915e-01 -1.132090653026776201e-06 8.529536926305580414e-05
-4.555240830176675360e+00 3.669495539547649120e-04 8.150707594545281154e-05 7.342185927673339219e-01 7.342592149793403244e-01 2.024325789973366571e-05 5.022372561868296836e-01 6.666129414941219800e-01 7.321995857197268441e-04 2.158345854692907684e-01 1.670410121505785028e-03 4.506490969537119834e-02 6.210975260940039266e-01 8.394920912150792558e-03 8.285168447474937636e-01 2.862552400768443800e-04 6.397196216000000657e-01 6.660796533127193442e-01 5.641741403710260130e-03 6.996872255914841077e-01 1.247716887339994293e-02 4.685146090410923225e-01 6.329000973020910692e-01 6.255526000204952863e-02 3.723283847417098724e-01 1.317131314187408413e-02 1.423065911566658015e-01 5.774203791810330610e-01 -4.996983120980750588e-07 8.587142510970934809e-05
