6.433093261718750289e-02 3.692626953125494559e-05 1.476668239391962234e-01 5.628232052777334266e-02 8.333589132200872052e-02 5.624539425824208461e-02 0.000000000000000000e+00 4.944990962029000810e-18 1.855468750000802602e-05
6.953649902343750355e-02 4.699707031250494098e-05 1.499994878142051347e-01 5.729709721962976399e-02 8.046298879076763111e-02 5.725010014931725816e-02 0.000000000000000000e+00 4.943695158780256173e-18 2.111816406250770304e-05
7.388043212890625655e-02 6.066894531250493279e-05 1.519143645198520187e-01 5.817203318410785889e-02 7.803393239094576217e-02 5.811136423879535717e-02 0.000000000000000000e+00 4.927925028012210303e-18 2.917480468750675474e-05
7.894451904296875822e-02 7.208251953125493616e-05 1.540739208525799819e-01 5.917519132527521847e-02 7.512940180961122372e-02 5.910310880574396603e-02 0.000000000000000000e+00 4.924888431931054586e-18 3.674316406250432201e-05
8.358111572265623790e-02 9.716796875000480258e-05 1.559993718594902268e-01 6.009142094344555735e-02 7.241825613683398888e-02 5.999425297469555135e-02 0.000000000000000000e+00 4.793909499634427248e-18 4.742431640625158711e-05
8.953845214843748901e-02 1.251220703125047596e-04 1.585041792095573387e-01 6.129757930210326389e-02 6.896572706111984974e-02 6.117245723179075972e-02 0.000000000000000000e+00 4.760247680608802360e-18 6.018066406250017542e-05
9.409027099609375278e-02 1.483764648437546380e-04 1.603143094087102483e-01 6.223887649564563418e-02 6.622403841261649549e-02 6.209050003080188174e-02 0.000000000000000000e+00 4.615009009768741862e-18 7.507324218750003957e-05
9.968334960937501321e-02 1.840209960937545070e-04 1.625068923310156455e-01 6.335908488145922113e-02 6.282354272164063225e-02 6.317506388536546502e-02 0.000000000000000000e+00 4.514213822219741375e-18 9.472656250000001637e-05
1.051663818359375030e-01 2.278442382812543156e-04 1.646022014112506759e-01 6.445899998410613285e-02 5.943581957531317295e-02 6.423115574582487219e-02 0.000000000000000000e+00 4.315494969395943975e-18 1.136474609374999925e-04
1.104957885742187673e-01 2.717895507812541377e-04 1.666748230625247351e-01 6.557770234662990694e-02 5.617903448830596780e-02 6.530591279584865849e-02 0.000000000000000000e+00 4.116765478449724664e-18 1.366577148437500197e-04
1.166000366210937500e-01 3.375244140625038099e-04 1.689250162694869994e-01 6.683473356043627411e-02 5.232497964839324944e-02 6.649720914637377578e-02 0.000000000000000000e+00 3.830293728656037695e-18 1.660766601562500052e-04
1.222468872070312379e-01 4.196777343750035440e-04 1.711041255547847695e-01 6.812874516271852365e-02 4.885723834775353158e-02 6.770906742834352510e-02 0.000000000000000000e+00 3.491654764250299065e-18 2.191162109374999913e-04
1.269671630859375011e-01 5.001831054687532700e-04 1.727861135780260904e-01 6.918099729524625208e-02 4.581895049208858928e-02 6.868081418977749208e-02 0.000000000000000000e+00 3.226160350821173775e-18 2.575073242187500186e-04
1.323530883789062473e-01 5.776367187500029525e-04 1.747045132661819156e-01 7.040307126072596622e-02 4.235142488727566823e-02 6.982543454197596977e-02 0.000000000000000000e+00 2.998012029191202753e-18 2.958984374999999918e-04
1.370056152343749889e-01 6.835937500000027756e-04 1.764358486189622488e-01 7.148554663098756479e-02 3.943023338458725990e-02 7.080195288098756201e-02 0.000000000000000000e+00 2.725050319923713383e-18 3.444213867187500416e-04
1.416041870117187296e-01 7.989501953125024850e-04 1.780848440617411044e-01 7.256581645611015485e-02 3.648065705002237480e-02 7.176686626079764597e-02 0.000000000000000000e+00 2.474469357750198077e-18 4.072265625000000364e-04
1.471940917968749818e-01 9.639282226562520149e-04 1.800011228222603288e-01 7.392854105771663742e-02 3.280703102538534699e-02 7.296461283506038009e-02 0.000000000000000000e+00 2.172203502347804235e-18 4.935913085937499844e-04
1.519752197265624993e-01 1.141845703125001854e-03 1.816984291964225673e-01 7.512781171983723416e-02 2.972320946986006795e-02 7.398596601671222905e-02 0.000000000000000000e+00 1.896498510394150542e-18 5.778198242187500321e-04
1.565596313476562418e-01 1.299255371093751893e-03 1.833077755862746461e-01 7.631843360122012032e-02 2.674814423861840429e-02 7.501917823012636821e-02 0.000000000000000000e+00 1.707569864882662966e-18 6.734008789062500763e-04
1.614334716796875235e-01 1.496520996093751417e-03 1.849566219221442376e-01 7.760777114768649398e-02 2.352315024245671404e-02 7.611125015159274365e-02 0.000000000000000000e+00 1.473098279321109136e-18 7.778930664062499523e-04
1.660488891601562544e-01 1.746154785156251192e-03 1.865706611079111232e-01 7.891285572946422910e-02 2.052177194775486879e-02 7.716670094430798377e-02 0.000000000000000000e+00 1.271476542514629701e-18 9.051513671875000043e-04
1.707471923828124960e-01 2.038818359375001079e-03 1.881911966790090762e-01 8.021179211354802219e-02 1.744400429619658022e-02 7.817297375417302241e-02 0.000000000000000000e+00 1.084922828481504802e-18 1.059020996093749944e-03
1.751989746093750022e-01 2.350769042968750902e-03 1.897294837869114015e-01 8.156743439638716731e-02 1.453050917753639926e-02 7.921666535341841120e-02 0.000000000000000000e+00 9.710666868081458425e-19 1.214843749999999995e-03
1.796995849609375195e-01 2.763061523437501058e-03 1.912547349414540354e-01 8.301370198457558303e-02 1.155514998051651587e-02 8.025064046113808414e-02 0.000000000000000000e+00 8.223591549552546988e-19 1.443969726562500076e-03
1.839443969726562433e-01 3.125793457031250493e-03 1.926904792654358933e-01 8.433814150004444177e-02 8.746082292779649991e-03 8.121234804301319388e-02 0.000000000000000000e+00 7.067236336075199757e-19 1.632141113281250196e-03
1.874605712890625164e-01 3.531616210937500982e-03 1.938380218985321368e-01 8.551031323430055564e-02 6.377450609469620391e-03 8.197869702336305076e-02 0.000000000000000000e+00 6.070312438474779170e-19 1.855102539062500116e-03
1.913188476562499851e-01 4.037170410156249757e-03 1.951669574140613150e-01 8.690386149462440979e-02 3.848109757811329912e-03 8.286669108446816090e-02 0.000000000000000000e+00 5.039642748255746941e-19 2.111022949218750201e-03
1.951856079101562391e-01 4.613952636718749931e-03 1.964241717531324538e-01 8.827521216380646019e-02 1.238563842976214691e-03 8.366125952708770852e-02 0.000000000000000000e+00 4.207517580873121248e-19 2.414184570312499691e-03
1.985552978515625067e-01 5.153137207031250125e-03 1.976325100507828614e-01 8.956749771294024443e-02 -9.227878007796452842e-04 8.441436050590898910e-02 0.000000000000000000e+00 3.419031550933038441e-19 2.718994140625000111e-03
2.024171142578125027e-01 5.820251464843750541e-03 1.989215817058541391e-01 9.103683929920101947e-02 -3.495532551958363543e-03 8.521658783435727413e-02 0.000000000000000000e+00 2.495291299975388324e-19 3.053833007812500368e-03
2.065076293945312391e-01 6.776611328124999487e-03 2.002690366757672591e-01 9.279299311837327369e-02 -6.238592718763980027e-03 8.601638179024827247e-02 0.000000000000000000e+00 1.957527022422578369e-19 3.560668945312499625e-03
2.092933959960937840e-01 7.492919921874999743e-03 2.011916898376116258e-01 9.402950610854869662e-02 -8.101706158482158138e-03 8.653658618667370295e-02 0.000000000000000000e+00 1.500535806719938506e-19 3.958618164062500250e-03
2.123201293945312373e-01 8.421752929687499958e-03 2.022657881750177522e-01 9.547907990956396029e-02 -1.005434121951348514e-02 8.705732697987646207e-02 0.000000000000000000e+00 1.087454779002961311e-19 4.471252441406250305e-03
2.154105834960937660e-01 9.469787597656251221e-03 2.032955996198987925e-01 9.703358569418128743e-02 -1.211498387619497352e-02 8.756379809652503621e-02 0.000000000000000000e+00 7.513521055324545179e-20 5.003417968749999944e-03
2.182789306640625093e-01 1.050006103515624921e-02 2.042563129807192790e-01 9.849137543056468713e-02 -1.402261768334323033e-02 8.799131439540844313e-02 0.000000000000000000e+00 3.773023560249555772e-20 5.555297851562499174e-03
2.210588378906250262e-01 1.181933593750000150e-02 2.051901756956517053e-01 1.000093700536543173e-01 -1.586866219497332087e-02 8.819003411615430887e-02 0.000000000000000000e+00 2.059984127722458449e-20 6.262329101562500236e-03
2.239803466796875253e-01 1.333422851562500108e-02 2.062024888821856194e-01 1.018262951281331402e-01 -1.777785779750190587e-02 8.849206661250813566e-02 0.000000000000000000e+00 6.505213034913026363e-21 7.085205078125001062e-03
2.267255859374999738e-01 1.501684570312500182e-02 2.071483034640856091e-01 1.036216274817974708e-01 -1.957728247341436467e-02 8.860478177867246730e-02 0.000000000000000000e+00 2.818925648462311775e-21 7.969299316406251027e-03
2.293371582031250022e-01 1.679895019531250228e-02 2.080600413503226886e-01 1.053809720973311465e-01 -2.127711685280231357e-02 8.858202190201863724e-02 0.000000000000000000e+00 1.734723475976807131e-21 8.930114746093750430e-03
2.316040649414062291e-01 1.866418457031250241e-02 2.088110272160015324e-01 1.070499735632880201e-01 -2.279303772540469675e-02 8.838578899297551417e-02 0.000000000000000000e+00 1.301042606982605536e-21 9.934448242187499459e-03
