#data
0.5 0.70 1.345 0
0.55 0.764 1.30 0
0.6 0.81 1.27 0
0.65 0.871 1.215 0
0.7 0.924 1.179 0
0.75 1.002 1.14 0
0.8 1.055 1.1239 0
0.85 1.102 1.104 1
0.9 1.135 1.12 1
0.95 1.172 1.1626 1
0.975 1.189 1.1747 1
1.0 1.203 1.1901 1
1.05 1.235 1.2213 1
1.1 1.242 1.2353 1
1.15 1.292 1.2751 1
1.2 1.328 1.2821 1
1.25 1.344 1.3011 1
1.3 1.394 1.3235 1
1.35 1.428 1.33 1
1.4 1.49 1.38 1
1.45 1.58 1.408 1
1.5 1.63 1.43 1
